customer_text,final_intent,source_file,source_intent
"@116090 Saying I preordered to early, terrible customer service. Won’t renew prime if this isn’t fixed.",delivery_delay_or_date,Pasted markdown(1).md,prime_delivery_issue
@AmazonHelp live chat down in the UK and as a prime member I cannot t get any items delivered before Tuesday whats going on?,delivery_delay_or_date,Pasted markdown(1).md,prime_delivery_issue
Haha @117634 has been sneakily charging me $9.99 SINCE FEBRUARY for a service I never use💩🙈👎 $90 gone!!! Thanks @AmazonHelp,delivery_delay_or_date,Pasted markdown(1).md,prime_delivery_issue
"@AmazonHelp So much of the programming has changed on Prime. Blues Clues was free, now it's not. Still constantly having problems with my Fire Stick.",delivery_delay_or_date,Pasted markdown(1).md,prime_delivery_issue
@115821 is 0/3 on orders being delivered this week. All three Prime orders that were due to be delivered haven’t arrived.,delivery_delay_or_date,Pasted markdown(1).md,prime_delivery_issue
"@AmazonHelp Hi, I ordered an item on 18 Oct which said it would be delivered by 20 Oct and I still haven't received it. Can you help? Thanks",delivery_delay_or_date,Pasted markdown(1).md,delivery_date_issue
@AmazonHelp The last update was on 22nd Oct saying it’s out for delivery.....you can’t tell me it take a over two weeks to deliver https://t.co/iB2HaSBOqk,delivery_delay_or_date,Pasted markdown(1).md,delivery_date_issue
"@AmazonHelp My apologies, it says now that the delivery date is October 31st. Still hasn't come though.",delivery_delay_or_date,Pasted markdown(1).md,delivery_date_issue
@AmazonHelp Done that. Was told I would definitely have it by 9pm yesterday &amp; it's still not been delivered!!!!,delivery_delay_or_date,Pasted markdown(1).md,delivery_date_issue
"@AmazonHelp After getting a confirmation that it will be delivered post 7 pm, i have got an email at 1:30 in the afternoon that i was not available !",delivery_delay_or_date,Pasted markdown(1).md,delivery_date_issue
"@115833, hi, I've bought an Amazon echo for for a present do they also need an Amazon alexa?",product_or_app_support,Pasted markdown(1).md,alexa_echo_issue
"yo @115821, how can I get my echo to answer to the name Janet?",product_or_app_support,Pasted markdown(1).md,alexa_echo_issue
"@115850 : can we connect echo dot to videocon smart tv? If yes, how?",product_or_app_support,Pasted markdown(1).md,alexa_echo_issue
"So Echo Dot in India only has skills if you necessarily use the English (India) language option, any update to fix that @115821?",product_or_app_support,Pasted markdown(1).md,alexa_echo_issue
@AmazonHelp 1. Does it work without being plugged in to power?,product_or_app_support,Pasted markdown(1).md,alexa_echo_issue
"If yes, what is battery life?",product_or_app_support,Pasted markdown(1).md,alexa_echo_issue
Can it be used for receiving and making calls?,product_or_app_support,Pasted markdown(1).md,alexa_echo_issue
"@AmazonHelp I would like it replaced not refunded. But the sale is over, and doesn’t look like you have it in stock at the site. What are my other options?",return_request_or_policy,Pasted markdown(1).md,refund_return_issue
@AmazonHelp And you guys have officially lost me as a customer. Was promised today...was never shipped. Give me my refund please so I may take my business else where. https://t.co/69tW0B5r9H,return_request_or_policy,Pasted markdown(1).md,refund_return_issue
@AmazonHelp I've returned several things lately and don't want Amazon to think I'm abusing the return policy.,return_request_or_policy,Pasted markdown(1).md,refund_return_issue
@AmazonHelp How many times will the pick-up be rescheduled? https://t.co/oQuGBF84QS,return_request_or_policy,Pasted markdown(1).md,refund_return_issue
Hey @115850 @AmazonHelp I need an update on my refund! Can you help?,return_request_or_policy,Pasted markdown(1).md,refund_return_issue
@AmazonHelp Thank you so much once again for kinds of word,non_actionable,Pasted markdown(1).md,issue_resolved_or_thanks
"@AmazonHelp I have replied Sir, try and understand the gratitude of this event. You are exposing yourself in bad light",non_actionable,Pasted markdown(1).md,issue_resolved_or_thanks
"@AmazonHelp thnx, matter resolved.",non_actionable,Pasted markdown(1).md,issue_resolved_or_thanks
"@AmazonHelp Still waiting for your response, let me know how gonna help me in this issue?",non_actionable,Pasted markdown(1).md,issue_resolved_or_thanks
@AmazonHelp At the bottom it was mentioned- Did I solve your problem? I clicked NO and detailed the issue on the feedback portal.,non_actionable,Pasted markdown(1).md,issue_resolved_or_thanks
I go to watch #thebay and episode 7 &amp; 8 aren’t there??? 😭 @117090 @AmazonHelp,product_or_app_support,Pasted markdown(1).md,prime_video_issue
@115821 thanks for the new movies on Prime video. Something new to distract from pain during CRPS flare ups #TheWitches 🌙🎃,product_or_app_support,Pasted markdown(1).md,prime_video_issue
"@117795 Now that I’m streaming to your Prime Do U have audio assisted movies, TV, etc. as I am visually impaired. ?",product_or_app_support,Pasted markdown(1).md,prime_video_issue
@AmazonHelp I have a samsung and roku tvs. On both models I have trouble watching. The roku the most. The samsung is better but I've experienced buffer,product_or_app_support,Pasted markdown(1).md,prime_video_issue
"@AmazonHelp Then try using the app, select language as English, IVR would state the unnecessary status info about the last the order, no further options",product_or_app_support,Pasted markdown(1).md,prime_video_issue
@115821 So for the 4th time the package I ordered was tossed onto my property instead of being left on my front porch. It was raining. Package wet. I’ve complained repeatedly to no avail. Since Amazon switched from USPS to local delivery Svc the SERVICE is terrible.,delivery_attempt_or_driver,Pasted markdown(1).md,package_delivery_issue
@115830 thank you for delaying my package again and again. Not like I wanted it or anything,delivery_attempt_or_driver,Pasted markdown(1).md,package_delivery_issue
"Hey @115821 please tell your vendors that addressing packages to customer ""or current resident"" is not acceptable shipping procedures.",delivery_attempt_or_driver,Pasted markdown(1).md,package_delivery_issue
@AmazonHelp @115830 My package was just 'delivered' - Your driver left it (my new phone) in an open/unsecured cupboard in my carport...,delivery_attempt_or_driver,Pasted markdown(1).md,package_delivery_issue
@AmazonHelp Still nothing. Package now two weeks late. How patient do I have to be with an issue I brought to you two months ago? @115821,delivery_attempt_or_driver,Pasted markdown(1).md,package_delivery_issue
Ordered cases for our new iPhone X and @115821 sent me iPhone 8 cases for BOTH ones. NOT THE SAME PHONE! #pissed,product_or_app_support,Pasted markdown(1).md,mobile_phone_purchase_issue
"@115821 , #fake I phone 7 received from amazon , order India - order ID: 171-8960684-6076325, amazon India has refused to replace @115850 https://t.co/iHDriblZw9",product_or_app_support,Pasted markdown(1).md,mobile_phone_purchase_issue
@115850 : Got a really bad experience with support for replacing cracked Kult Mobile. You ask to contact Kult and they point you. https://t.co/Krh5BolYua,product_or_app_support,Pasted markdown(1).md,mobile_phone_purchase_issue
Bitter experience with @115850 bcoz of which i missed oneplus5T @132994 @132995 .Very poor service @115821,product_or_app_support,Pasted markdown(1).md,mobile_phone_purchase_issue
"@4774 sold an iPhone to a buyer who requested return &amp; returned phone with different IMEI. Apple confirmed the phone was not the same, and had also been tampered with. @115821 is taking the buyer’s side. I’m out $600! What can I do? What are my rights? @AmazonHelp",product_or_app_support,Pasted markdown(1).md,mobile_phone_purchase_issue
@AmazonHelp I have filled the details,contact_or_customer_details,Pasted markdown(1).md,customer_details_issue
@AmazonHelp Already shared...,contact_or_customer_details,Pasted markdown(1).md,customer_details_issue
@AmazonHelp I attached the snapshot of that,contact_or_customer_details,Pasted markdown(1).md,customer_details_issue
@115850 @115821 @AmazonHelp Details added to the link,contact_or_customer_details,Pasted markdown(1).md,customer_details_issue
@AmazonHelp Plz send me the link,contact_or_customer_details,Pasted markdown(1).md,customer_details_issue
@117634 I love my new Kindle Oasis! Please tell me that immersion reading will be added in a future update?!,product_or_app_support,Pasted markdown(1).md,kindle_issue
@AmazonHelp I already talked to your customer care. They are saying kindle prime reading is only available for US residents. I am asking why?,product_or_app_support,Pasted markdown(1).md,kindle_issue
@117634 Kindle Unlimited website and android app down?? Any ETA on fix?,product_or_app_support,Pasted markdown(1).md,kindle_issue
"@117634 Kindle Unlimited is not working for me - tried syncing, restarting, resetting. Is it a system problem?",product_or_app_support,Pasted markdown(1).md,kindle_issue
@115850 I am unable to pay thr Kindle Unlimited request for account (Dr. Pawan Mathur) with login id __email__. Please help,product_or_app_support,Pasted markdown(1).md,kindle_issue
"@117093 Hey yall. Why is my checkout not working? I click ""checkout with fresh"" and it takes me to an error page. What's the deal?",product_or_app_support,Pasted markdown(1).md,mobile_app_issue
"@AmazonHelp it was doing this a few days ago and a factory reset fixed it, for two days. A hard reboot with card in or out does not resolve.",product_or_app_support,Pasted markdown(1).md,mobile_app_issue
@117634 you need to sort out app on phones syncing problems,product_or_app_support,Pasted markdown(1).md,mobile_app_issue
@117634 hey my app not working &amp; I’m trying read.,product_or_app_support,Pasted markdown(1).md,mobile_app_issue
@117634 whispersync isn't working for my devices. Even force syncing both doesn't track progress. How do I fix this? :-/,product_or_app_support,Pasted markdown(1).md,mobile_app_issue
"@AmazonHelp I called customer serv, they called usps and the usps rep blamed your routing. The second the usps rep was off the phone Amazon blamed usps",tracking_or_carrier,Pasted markdown(1).md,shipping_carrier_issue
y'all gotta get rid of AMZL and try again @115821,tracking_or_carrier,Pasted markdown(1).md,shipping_carrier_issue
@AmazonHelp We have 2 work 2gether to accommodate UR new service. I simply need 2 know how exactly U instruct AF customers re disposition of the large green insulated carriers. Not a difficult question--need the written instrux.,tracking_or_carrier,Pasted markdown(1).md,shipping_carrier_issue
"@AmazonHelp No, is USPS even contactable, esp after hours? I'll wait and see what happens tomorrow. Two delivery mishaps this month - one UPS, one USPS",tracking_or_carrier,Pasted markdown(1).md,shipping_carrier_issue
@AmazonHelp The carrier is USPS.,tracking_or_carrier,Pasted markdown(1).md,shipping_carrier_issue
@AmazonHelp For the third time. I HAVE NO RECENT E-MAIL FROM YOUR SOCIAL MEDIA TEAM.,customer_support_or_escalation,Pasted markdown(1).md,email_support_issue
@AmazonHelp here is the email. Conflicting answers from others in similar situations online. https://t.co/9zbCqLzokH,customer_support_or_escalation,Pasted markdown(1).md,email_support_issue
"@AmazonHelp , as @115830 haven’t replied, could you? https://t.co/HZhcbSKhWv",customer_support_or_escalation,Pasted markdown(1).md,email_support_issue
@AmazonHelp By email through the website.,customer_support_or_escalation,Pasted markdown(1).md,email_support_issue
@AmazonHelp I have replied as well,customer_support_or_escalation,Pasted markdown(1).md,email_support_issue
"@AmazonHelp so basically you are stealing money from small customers. @115851 count your money, its growing. THIEVES.",customer_service_complaint,Pasted markdown(1).md,customer_service_complaint
"@115850 What is this ?? Is this the way you treat your customers?? Seriously, I want an answer from you https://t.co/Ze72vu29Hk",customer_service_complaint,Pasted markdown(1).md,customer_service_complaint
"@115850 last time i seek assistance n the same issue prevail today. whn you cnt gv service thn say no, why giving headache 2 customers?",customer_service_complaint,Pasted markdown(1).md,customer_service_complaint
@115821 why do I have to continually explain the situation! I’m talking to a wall. You don’t listen! Horrible customer service,customer_service_complaint,Pasted markdown(1).md,customer_service_complaint
"@AmazonHelp your customer service is a joke, worst agents out there",customer_service_complaint,Pasted markdown(1).md,customer_service_complaint
@AmazonHelp is there a way to know if the Amazon gift cards I send are being used?,payment_or_gift_card,Pasted markdown(1).md,payment_gift_card_issue
"@AmazonHelp @7108 Found error on website, one click on $4.85 makes it $285 on card select screen https://t.co/zrzUwV6Cl1",payment_or_gift_card,Pasted markdown(1).md,payment_gift_card_issue
@AmazonHelp had an email saying payment has been reversed but has been taken AGAIN this morning.,payment_or_gift_card,Pasted markdown(1).md,payment_gift_card_issue
@115821 why won't my card work? I have money in the bank,payment_or_gift_card,Pasted markdown(1).md,payment_gift_card_issue
Full day since@NursingTimes stole £80.15 from my bank via @115821. No reply from customer services,payment_or_gift_card,Pasted markdown(1).md,payment_gift_card_issue
"@AmazonHelp Please simply answer my question. I am not an AmazonFresh customer, just a condominium unit owner inconvenienced by UR customers &amp;trying 2 figure out how we can all accommodate one another. Y R U making this so complicated? Direct message me with UR contact info.",customer_service_complaint,Pasted markdown(1).md,amazon_customer_service_issue
@AmazonHelp Great response by Amazon.... compensation of 500 INR...no legal action against seller &amp; brand #JeffBezos https://t.co/JmwhiGX814,customer_service_complaint,Pasted markdown(1).md,amazon_customer_service_issue
@AmazonHelp No use from your link or Amazon app support call or chat. Please see the order details.just telling us to wait.Not updating the status also. https://t.co/Uwp0eOu6Ia,customer_service_complaint,Pasted markdown(1).md,amazon_customer_service_issue
@115850 amazon stick from https://t.co/cvJQ06p7ve is authorized seller?,customer_service_complaint,Pasted markdown(1).md,amazon_customer_service_issue
@117093 Thanks for the mold amazonfresh https://t.co/0GR6LuOxAp,customer_service_complaint,Pasted markdown(1).md,amazon_customer_service_issue
"@AmazonHelp ordered what was on the box for my sister’s wedding gift, that’s what came out of the box. What gives?! https://t.co/8jX9A0Ipcu",damaged_or_defective_product,Pasted markdown(1).md,packaging_damage_issue
@115821 My package has this damage at reception. https://t.co/wV1FoIw6UO,damaged_or_defective_product,Pasted markdown(1).md,packaging_damage_issue
@115850 i love u but the amount of plastic and the size of the box in comparison to the size of the product is gargantuan! @115821 https://t.co/Ha9vi9hA8z,damaged_or_defective_product,Pasted markdown(1).md,packaging_damage_issue
@AmazonHelp I can not mention it here as it is big.,damaged_or_defective_product,Pasted markdown(1).md,packaging_damage_issue
@115821 my colleagues fashioned my packaging into a must have autumn accessory! What do you think? https://t.co/fVGBRwxZvC,damaged_or_defective_product,Pasted markdown(1).md,packaging_damage_issue
@AmazonHelp Pls call me on 9820255387,contact_or_customer_details,Pasted markdown(1).md,customer_contact_issue
@AmazonHelp Please call back me...,contact_or_customer_details,Pasted markdown(1).md,customer_contact_issue
@AmazonHelp Perhaps you can get me the callback I've been asking for for the last 2 months from a Vendor Management Team Member? Happy to DM phone# 1/2,contact_or_customer_details,Pasted markdown(1).md,customer_contact_issue
"@AmazonHelp Not able to contact you, getting calls from UK https://t.co/zoVPnr8Z9r",contact_or_customer_details,Pasted markdown(1).md,customer_contact_issue
"@AmazonHelp When I am getting call, call is getting disconnected addressing that product not recognized",contact_or_customer_details,Pasted markdown(1).md,customer_contact_issue
@AmazonHelp I dont want to change my order but will not accept. Order # 403-3917499-2913904,order_status_or_details,Pasted markdown(1).md,order_information_issue
"@AmazonHelp I ordered from .fr, but I do not have my order number, only my name and address, scenes as it was ordered for me",order_status_or_details,Pasted markdown(1).md,order_information_issue
@115850 I didn't receive my order yet. Delivery date is 30th Oct. Order I'd 408-2620150-2527537. Customer care commitment is not met.,order_status_or_details,Pasted markdown(1).md,order_information_issue
My order number: 171-2623585-5777153 is not yet delivered. This is the third time I am facing the problem @115850,order_status_or_details,Pasted markdown(1).md,order_information_issue
@AmazonHelp who do i talk to about a possible missing order?,order_status_or_details,Pasted markdown(1).md,order_information_issue
"Really unhappy, @AmazonHelp. I'm sitting here at home all day and I got this text a few minutes ago. https://t.co/w35PxLWI0K",customer_support_or_escalation,Pasted markdown(1).md,support_waiting_issue
@AmazonHelp 2 days and zero outcome,customer_support_or_escalation,Pasted markdown(1).md,support_waiting_issue
@AmazonHelp yes did that but no outcome till now. waste of time,customer_support_or_escalation,Pasted markdown(1).md,support_waiting_issue
@AmazonHelp Ya of course ...so what i have to do....to confirm it?,customer_support_or_escalation,Pasted markdown(1).md,support_waiting_issue
@122002 @120474 Now.... (not not) 😩,customer_support_or_escalation,Pasted markdown(1).md,support_waiting_issue
"@115850 This in unacceptable. You sell a book that has a MRP of Rs. 299 for Rs. 336 to me. Then, you drop the price to 302. https://t.co/Tut8jxM4vd",pricing_discount_or_availability,Pasted markdown(1).md,pricing_discount_issue
Item with 292MRP sold by Amazon for 390 ...@115850 ???? https://t.co/5RgshHXKky,pricing_discount_or_availability,Pasted markdown(1).md,pricing_discount_issue
@AmazonHelp This is very misleading the price is the same as it always is ! Is this an official amazon black friday deal ? or is the seller just pretending that it is on a black friday deal as I thought a product has to be discounted for it to be on a black friday promotion??,pricing_discount_or_availability,Pasted markdown(1).md,pricing_discount_issue
@AmazonHelp added this to my cart and prices don't match. Can you help explain? https://t.co/mJvZhWV7NQ,pricing_discount_or_availability,Pasted markdown(1).md,pricing_discount_issue
Hi @115830 how come your Echo &amp; Philips Hue Black Friday Bundle is more expensive than buying them separately?,pricing_discount_or_availability,Pasted markdown(1).md,pricing_discount_issue
@115821 again acted as disappoiment and spoiler. This is 2nd time when delivery of order was confirmed on call and then it was canceled,order_cancellation,Pasted markdown(1).md,order_cancellation_issue
@AmazonHelp Just now! I gave you the benefit of the doubt but I have now cancelled the order.,order_cancellation,Pasted markdown(1).md,order_cancellation_issue
@AmazonHelp Have already cancelled order mentioned since there was no meaning in delivered after valuable time. We live in a very much time respecting world and I wish this can be improved later by @115850 and delivery team. Unfortunately nobody called up for reason of order cancellation.,order_cancellation,Pasted markdown(1).md,order_cancellation_issue
Fucking fuck Amazon took my money and then just canceled my order and didn't return my money. What the actual fuck,order_cancellation,Pasted markdown(1).md,order_cancellation_issue
@AmazonHelp I think u guys have less knowledge... Please read ... u guys not even mentioned reason of the cancellation... dont worry c u in the consumer court... i placed an order 1st week of nov... https://t.co/7CaLq3cqxb,order_cancellation,Pasted markdown(1).md,order_cancellation_issue
@AmazonHelp You talked about the Gati courier about our order,delivery_attempt_or_driver,Pasted markdown(1).md,courier_issue
@AmazonHelp your courier sucks really!,delivery_attempt_or_driver,Pasted markdown(1).md,courier_issue
@115850 I have couriered the product but now courier charges are rejected by Amazon customer care.,delivery_attempt_or_driver,Pasted markdown(1).md,courier_issue
"@AmazonHelp @1713 It says expected 21 Nov, contact courier for more info. DHL tracking says 2nd delivery attempt will be made (it'll be 3rd), that the driver usually leaves note but sometimes just sets the status but no driver came, i saw no1 out window :(",delivery_attempt_or_driver,Pasted markdown(1).md,courier_issue
@AmazonHelp I don’t know who the courier is. It says it’s coming today but it said that yesterday and the day before,delivery_attempt_or_driver,Pasted markdown(1).md,courier_issue
@AmazonHelp Good morning Amazon idiots... third day in a row... today's delivery guys number 70385 67720....can u idiots call him and ask him to deliver... Bunch of incompetetive morons...get this sorted out today...n don't use empathy n sympathy,delivery_attempt_or_driver,Pasted markdown(1).md,delivery_attempt_issue
@AmazonHelp This is not going to help! I understand how you people work. Your delivery team don’t deliver and they say that customer not available! Lier https://t.co/gXQwLEuJJG,delivery_attempt_or_driver,Pasted markdown(1).md,delivery_attempt_issue
@AmazonHelp Sounds good but my review/feedback for delivery services not change &amp; if delivery service not good it's affect ur business.,delivery_attempt_or_driver,Pasted markdown(1).md,delivery_attempt_issue
@115850 when you say cash on delivery is it home delivery or 'come-and-take-your-product' delivery 😏 Not happy with your service.,delivery_attempt_or_driver,Pasted markdown(1).md,delivery_attempt_issue
"@AmazonHelp once again @916 @127917 can't deliver. No reason just ""could not attempt delivery"". Stayed home 4 the delivery",delivery_attempt_or_driver,Pasted markdown(1).md,delivery_attempt_issue
@AmazonHelp I purchased a book on the 8th October and still hasn’t come and is now past its delivery deadline?,product_or_app_support,Pasted markdown(1).md,book_order_issue
@AmazonHelp I am unable to find a will to live on your site it just keeps showing me books. Very dissappointing,product_or_app_support,Pasted markdown(1).md,book_order_issue
Hey @115830 I pre-ordered @123473 's book Slobberknocker on Sept 11th for release on Oct 19th and still nothing. Any status update?,product_or_app_support,Pasted markdown(1).md,book_order_issue
"@AmazonHelp So i will just accept the refund i did not ask for and buy the book in another place, thank you.",product_or_app_support,Pasted markdown(1).md,book_order_issue
@115821 help inadvertently ordered audible on book by Louisa Locke . Please advise how to cancel.,product_or_app_support,Pasted markdown(1).md,book_order_issue
The sick joke that the 1 time I pay for one day shipping @115821 screws everything up,delivery_delay_or_date,Pasted markdown(1).md,shipping_speed_issue
3 out of 4 of my @115821 orders have not actually had two day shipping. Feeling ripped off.,delivery_delay_or_date,Pasted markdown(1).md,shipping_speed_issue
"@AmazonHelp I’m already working with CS, but I’ve asked what the “guaranteed” part means and haven’t gotten an answer. It has left me with no mattress for 2 days.",delivery_delay_or_date,Pasted markdown(1).md,shipping_speed_issue
"@115821 what does ""guaranteed delivery date"" mean? Apparently my understanding is a few days off.",delivery_delay_or_date,Pasted markdown(1).md,shipping_speed_issue
"@AmazonHelp So if I need something in a hurry, the one day shipping from Amazon means jack shit? https://t.co/skUMcAqqKp",delivery_delay_or_date,Pasted markdown(1).md,shipping_speed_issue
@115850 reg. Ord 404-7091504-9405917. You should have alerted me regarding the deduction to my Amazon Pay Balance before doing so. #sucks,amazon_pay_or_cashback,Pasted markdown(1).md,amazon_pay_cashback_issue
"@115850 ORDER # 405-0563842-3521944. When I ordered it, there was cashback of 10% on using icici card. I did not get the cash back",amazon_pay_or_cashback,Pasted markdown(1).md,amazon_pay_cashback_issue
@115850 Cash loaded in AmazonPay on 13th Nov still not reflecting. Where is my money? GIVE ME MY MONEY #amazonpayfraud #amazonfraud @115851 #stupidcustomerservice,amazon_pay_or_cashback,Pasted markdown(1).md,amazon_pay_cashback_issue
@AmazonHelp @115850 Plz update on the status of my money. I was called today by courier boy and promised an upload of money. PLZ FOLLOW UP. #AmazonFraud #AmazonFails #AmazonPayQuiz #AmazonPay @115851,amazon_pay_or_cashback,Pasted markdown(1).md,amazon_pay_cashback_issue
"@115850 @115851 AmazonIN customer service is pathetic, I requested to refund to my amazon pay coz my bank account is closed! surprisingly Amazon like company do not have alternatives ways to refund a customer! Is Amazon most customer centric company? I doubt!",amazon_pay_or_cashback,Pasted markdown(1).md,amazon_pay_cashback_issue
"@115850 Why you guys update tracking status as ""delivered"" without actually delivering the product? Tracking #:511367948985",tracking_or_carrier,Pasted markdown(1).md,package_tracking_issue
"@AmazonHelp Package due to be delivered today. Two hours ago your tracking page said ""Driver is making 3 deliveries before yours"", now it says there are ""7 deliveries before yours"". Is it being delivered in a DeLorean per chance? #backtothefuture #timemachine",tracking_or_carrier,Pasted markdown(1).md,package_tracking_issue
@AmazonHelp Hi! The tracking information attached! https://t.co/cLGsDEYzGT,tracking_or_carrier,Pasted markdown(1).md,package_tracking_issue
"@AmazonHelp My package has now changed to ""Packages are rarely this late and we're sorry yours still hasn't arrived"" and the only Tracking update is still from Monday morning ""Package has left seller facility and is in transit to carrier""",tracking_or_carrier,Pasted markdown(1).md,package_tracking_issue
@AmazonHelp The screen shots are self explanatory 😂.. today Garmin vivoactive 3 gps shows 16934. But when you click on it it changes to 24005. https://t.co/67OJwMAoB9 ```,tracking_or_carrier,Pasted markdown(1).md,package_tracking_issue
@115850 Easy replacement or refund without notice joker lier no ethics and policy follow @115851 @115850 joker's,return_request_or_policy,Pasted markdown(2).md,refund_return_issue
@AmazonHelp What is the refund status of Order# 406-8719185-6477969? It's been 5 days and I do not have any updates.,return_request_or_policy,Pasted markdown(2).md,refund_return_issue
@AmazonHelp @115851 I got the defective product I have applied for return..please hep me to to get refund. You people make me frustrated,return_request_or_policy,Pasted markdown(2).md,refund_return_issue
"@AmazonHelp I returned an item on 1- nov 2017, but till now I didn't get my money, also unable to make call ur customer service, ref-9538929322",return_request_or_policy,Pasted markdown(2).md,refund_return_issue
@115850 Again I got a message of refund initiated..I dnt hw ur system works @115850 u dnt take chance to cal or giv chnce to cal..u play on pc,return_request_or_policy,Pasted markdown(2).md,refund_return_issue
@115850 i had ordered a slipper on 28th Oct 2017 order id- 408-5895177-9782710 and due to the product quality i applied for return on 3rd Nov 2017 and till date my pickup has not been arranged..please its a request arrange advance refund for me.,return_request_or_policy,Pasted markdown(2).md,refund_return_issue
"@AmazonHelp My computer that I bought recently stop working and I have been trying to get something worked out with Amazon.. First I was told that I was going to get a refund, then no...",return_request_or_policy,Pasted markdown(2).md,refund_return_issue
@115821 @AmazonHelp @115851 having difficulty returning a defective product to one of your third-party vendors… Not happy 😡 https://t.co/wWty1BIJiJ,return_request_or_policy,Pasted markdown(2).md,refund_return_issue
@AmazonHelp Yes but refund isn't credited yet as per timeline hence complaining,return_request_or_policy,Pasted markdown(2).md,refund_return_issue
"@AmazonHelp I want to exchange a faulty item, but I can only seem to be able return it, and it's now gone up in price",return_request_or_policy,Pasted markdown(2).md,refund_return_issue
@115850 I paid rs.50 extra for delievery before 11 am today@ But till now there is no delivery. Please refund my Rs. 50. https://t.co/zn2LnxTbJ0,return_request_or_policy,Pasted markdown(2).md,refund_return_issue
@AmazonHelp Yes i returned the item,return_request_or_policy,Pasted markdown(2).md,refund_return_issue
"@115850 I have received incomplete product, 1 roll inplace of 2 rolls, when complained refund initiated but i dont want refund i want item",return_request_or_policy,Pasted markdown(2).md,refund_return_issue
"@AmazonHelp Thanks submitted the feedback, please make sure I get a properly sealed replacement.",return_request_or_policy,Pasted markdown(2).md,refund_return_issue
"@AmazonHelp Plz check now i have updated again and my refund/ replace date is 2 dec, then is this possible solved the issue before? https://t.co/m6rGVf7JBq",return_request_or_policy,Pasted markdown(2).md,refund_return_issue
@115850 I returned goods worth 1078 and got mail that I will b refunded 599 for something I never returned. U have made mockery of service,return_request_or_policy,Pasted markdown(2).md,refund_return_issue
@AmazonHelp but is there a way to return just the broken one? go figure it was the sixth one I pulled out after the other five already got hung,return_request_or_policy,Pasted markdown(2).md,refund_return_issue
@AmazonHelp The page you shared was of no use!!! I reported it as incorrect product information. No Thanks!!!,return_request_or_policy,Pasted markdown(2).md,refund_return_issue
"@AmazonHelp I will replace an order most likely after the refund comes through, which is about 3-5 days. I need to make sure it comes back before I expend more money as I cannot just spend business money frugally.",return_request_or_policy,Pasted markdown(2).md,refund_return_issue
@115850 the refund without returning the product. I have your emails and msgs as proof. ORDER # 404-8970009-0733166,return_request_or_policy,Pasted markdown(2).md,refund_return_issue
Hey @115850 how dare you to pack a defective product and send it look at the video https://t.co/EmtQHgdgVZ,return_request_or_policy,Pasted markdown(2).md,refund_return_issue
@AmazonHelp waiting for pick up of return since 25/10 Ordered no (405-0503267-5750730),return_request_or_policy,Pasted markdown(2).md,refund_return_issue
